season,teamId,abbr
2018,0810,CHI
2018,0920,CIN
2018,1050,CLE
2018,1200,DAL
2018,1400,DEN
2018,1540,DET
2018,1800,GB
2018,2120,HOU
2018,2200,IND
2018,2250,JAX
2018,2310,KC
2018,2510,LA
2018,4400,LAC
2018,2700,MIA
2018,3000,MIN
2018,3200,NE
2018,3300,NO
2018,3410,NYG
2018,3430,NYJ
2018,2520,OAK
2018,3700,PHI
2018,3900,PIT
2018,4600,SEA
2018,4500,SF
2018,4900,TB
2018,2100,TEN
2018,5110,WAS
